trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
286,False,"{'a': 0.55, 'e': 0.05726876026546736}",20,12,12.037732139748698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.55, 'e': 0.0566989265798469}",30,22,-10.541300452718891,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.55, 'e': 0.056134762834133725}",30,22,-12.546084052900971,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.55, 'e': 0.05557621261148306}",20,8,-12.346656420043443,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
290,False,"{'a': 0.55, 'e': 0.05502322005640723}",25,13,-7.300766863073076,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.55, 'e': 0.05447572986918986}",25,8,-103.2588912464968,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
292,False,"{'a': 0.55, 'e': 0.05393368730035602}",20,6,-31.99464297048699,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
293,False,"{'a': 0.55, 'e': 0.053397038145197084}",25,0,-154.94904621411962,"{0: 19, 1: 0, 2: 0, 3: 3, 4: 3}",0
294,False,"{'a': 0.55, 'e': 0.05286572873835037}",20,3,-206.2695927337014,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 5}",1
295,False,"{'a': 0.55, 'e': 0.05233970594843238}",30,22,-9.305055700745392,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
296,False,"{'a': 0.55, 'e': 0.05181891717272583}",25,6,-64.39242597971082,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
297,False,"{'a': 0.55, 'e': 0.05130331033191911}",25,0,-84.1932886226921,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
298,False,"{'a': 0.55, 'e': 0.0507928338648985}",25,4,-187.85113014059522,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 5}",1
299,False,"{'a': 0.55, 'e': 0.050287436723591865}",35,21,-62.7415134739032,"{0: 8, 1: 0, 2: 4, 3: 2, 4: 0}",1
300,False,"{'a': 0.55, 'e': 0.049787068367863944}",20,0,-79.49756635821586,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
301,False,"{'a': 0.55, 'e': 0.04929167876046215}",25,4,-107.64376606494875,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 2}",1
302,False,"{'a': 0.55, 'e': 0.04880121836201296}",25,0,-34.33056472545001,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
303,False,"{'a': 0.55, 'e': 0.04831563812606777}",25,2,-70.9842346649987,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 2}",1
304,False,"{'a': 0.55, 'e': 0.04783488949419837}",25,3,-144.8495553865348,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 2}",1
305,False,"{'a': 0.55, 'e': 0.04735892439114091}",20,0,-98.39931802599575,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
306,False,"{'a': 0.55, 'e': 0.046887695219988486}",25,14,-2.524406801132076,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.55, 'e': 0.04642115485743125}",25,0,-179.98130855369718,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
308,False,"{'a': 0.55, 'e': 0.045959256649044204}",20,2,-66.1191844828104,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
309,False,"{'a': 0.55, 'e': 0.04550195440462157}",20,4,-23.194039792211434,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.55, 'e': 0.0450492023935578}",25,1,-74.1256193396617,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 1}",1
311,False,"{'a': 0.55, 'e': 0.044600955340274535}",20,4,-102.60978590390188,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 2}",1
312,False,"{'a': 0.55, 'e': 0.04415716841969286}",25,4,-106.18048902318954,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 2}",1
313,False,"{'a': 0.55, 'e': 0.04371779725275094}",25,5,-93.77476911351933,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",1
314,False,"{'a': 0.55, 'e': 0.043282797901965896}",35,19,-74.11439243089707,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 1}",1
315,False,"{'a': 0.55, 'e': 0.04285212686704019}",20,2,-46.01748043669013,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
316,False,"{'a': 0.55, 'e': 0.042425741080511385}",30,7,-101.20325074498143,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 2}",1
317,False,"{'a': 0.55, 'e': 0.04200359790344555}",25,14,17.37093490018732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.55, 'e': 0.04158565512117316}",20,15,9.283358267438041,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.55, 'e': 0.04117187093906774}",25,13,-74.30586257540648,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
320,False,"{'a': 0.55, 'e': 0.04076220397836621}",25,18,10.096531470458006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.55, 'e': 0.04035661327203115}",25,5,-50.18336549472581,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",1
322,False,"{'a': 0.55, 'e': 0.039955058260653896}",20,10,-7.31998796446724,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.55, 'e': 0.039557498788398725}",20,15,10.097142545971554,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.55, 'e': 0.039163895098987066}",20,16,10.311853792417057,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.55, 'e': 0.03877420783172201}",25,16,-17.52413241692224,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
326,False,"{'a': 0.55, 'e': 0.038388398017552054}",20,11,-63.569577806966144,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
327,False,"{'a': 0.55, 'e': 0.038006427075174314}",30,20,-76.88074587684368,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
328,False,"{'a': 0.55, 'e': 0.0376282568071762}",20,0,-187.49746886962538,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
329,False,"{'a': 0.55, 'e': 0.03725384939621581}",25,10,10.97604180754202,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.55, 'e': 0.036883167401239994}",25,17,-27.137956528993264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.55, 'e': 0.0365161737537404}",30,18,-86.3858569799904,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
332,False,"{'a': 0.55, 'e': 0.03615283175404641}",25,12,-45.901559337057805,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
333,False,"{'a': 0.55, 'e': 0.0357931050676553}",20,0,-120.02946441331322,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
334,False,"{'a': 0.55, 'e': 0.03543695772159864}",25,10,-18.882223988052395,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
335,False,"{'a': 0.55, 'e': 0.035084354100845025}",25,11,-32.6045196784108,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
336,False,"{'a': 0.55, 'e': 0.03473525894473856}",20,0,-71.37451067381993,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
337,False,"{'a': 0.55, 'e': 0.03438963734347271}",20,11,-22.123017968349448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.55, 'e': 0.034047454734599344}",25,0,-196.20322448111247,"{0: 12, 1: 0, 2: 10, 3: 0, 4: 3}",0
339,False,"{'a': 0.55, 'e': 0.033708676899572396}",25,0,-124.32368365228979,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
340,False,"{'a': 0.55, 'e': 0.03337326996032608}",20,6,-34.08828466674836,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
341,False,"{'a': 0.55, 'e': 0.03304120037588693}",20,12,0.15570350564355362,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.55, 'e': 0.03271243493901982}",30,17,-17.71353801869531,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.55, 'e': 0.03238694077290704}",25,12,-46.38144991338255,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
344,False,"{'a': 0.55, 'e': 0.03206468532786077}",20,11,16.1655303782366,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.55, 'e': 0.03174563637806794}",25,0,-115.37695301391646,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
346,False,"{'a': 0.55, 'e': 0.03142976201836771}",20,15,10.795306786945192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.55, 'e': 0.03111703066106086}",25,16,-19.817522090920463,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
348,False,"{'a': 0.55, 'e': 0.030807411032751076}",20,9,9.283298360731305,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.55, 'e': 0.030500872171217483}",20,11,-18.56886247932718,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
350,False,"{'a': 0.55, 'e': 0.0301973834223185}",35,18,-84.80145930391026,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
351,False,"{'a': 0.55, 'e': 0.029896914436926308}",20,6,-41.78099534097647,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
352,False,"{'a': 0.55, 'e': 0.029599435167892}",25,2,21.727063740136494,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.55, 'e': 0.029304915867040746}",30,23,-4.124878411684612,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.55, 'e': 0.029013327082197053}",30,21,-26.295278822554337,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
355,False,"{'a': 0.55, 'e': 0.028724639654239423}",25,15,-66.82032563096661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
356,False,"{'a': 0.55, 'e': 0.028438824714184505}",25,11,8.974275644251422,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.55, 'e': 0.028155853680300096}",35,13,-186.25922869043453,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 4}",1
358,False,"{'a': 0.55, 'e': 0.027875698255247015}",30,7,-82.74896922449173,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
359,False,"{'a': 0.55, 'e': 0.027598330423249287}",30,13,-48.450605393366004,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
360,False,"{'a': 0.55, 'e': 0.02732372244729256}",20,0,-95.04582187696083,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
361,False,"{'a': 0.55, 'e': 0.027051846866350416}",25,13,-94.91204054343193,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
362,False,"{'a': 0.55, 'e': 0.026782676492638175}",20,14,10.821176645652384,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.55, 'e': 0.02651618440889418}",25,5,-16.032936745092886,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
364,False,"{'a': 0.55, 'e': 0.02625234396568796}",20,0,-98.70194148669545,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
365,False,"{'a': 0.55, 'e': 0.025991128778755347}",30,3,-93.24323474068925,"{0: 19, 1: 0, 2: 6, 3: 1, 4: 1}",1
366,False,"{'a': 0.55, 'e': 0.02573251272635994}",20,9,-49.28564977321055,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 0}",1
367,False,"{'a': 0.55, 'e': 0.025476469946681016}",30,16,-112.9976864855842,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
368,False,"{'a': 0.55, 'e': 0.025222974835227212}",25,2,-146.14966511647918,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 3}",1
369,False,"{'a': 0.55, 'e': 0.024972002042276155}",20,13,16.232794649307905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.55, 'e': 0.024723526470339388}",20,10,-48.33358164723249,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
371,False,"{'a': 0.55, 'e': 0.02447752327165267}",20,5,-52.17401253048499,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
372,False,"{'a': 0.55, 'e': 0.024233967845691113}",30,19,-49.49535345195458,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
373,False,"{'a': 0.55, 'e': 0.023992835836709175}",20,5,-56.3164126035569,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
374,False,"{'a': 0.55, 'e': 0.023754103131304997}",35,13,-115.7841667277387,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 2}",1
375,False,"{'a': 0.55, 'e': 0.023517745856009107}",30,0,-93.65094718925023,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
376,False,"{'a': 0.55, 'e': 0.023283740374897}",30,20,-6.554781331287982,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.55, 'e': 0.02305206328722557}",25,13,-4.241214236348218,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.55, 'e': 0.02282269142509297}",25,17,13.440673357344204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.55, 'e': 0.022595601851121864}",30,5,-31.964004723382356,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",1
380,False,"{'a': 0.55, 'e': 0.02237077185616559}",20,9,-78.1009822786985,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 1}",1
381,False,"{'a': 0.55, 'e': 0.022148178957037315}",25,7,-35.61017708877812,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
382,False,"{'a': 0.55, 'e': 0.02192780089426161}",30,0,-1.6118919833360577,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
383,False,"{'a': 0.55, 'e': 0.02170961562984857}",20,13,-1.8613185791917894,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.55, 'e': 0.021493601345089923}",20,10,-39.470861191084566,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
385,False,"{'a': 0.55, 'e': 0.02127973643837717}",30,0,-98.11649953843802,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
386,False,"{'a': 0.55, 'e': 0.021067999523041434}",20,12,-6.390593936085411,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
387,False,"{'a': 0.55, 'e': 0.020858369425214716}",20,4,-80.38284858599764,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 2}",1
388,False,"{'a': 0.55, 'e': 0.020650825181712566}",20,1,-130.25700801951288,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 3}",1
389,False,"{'a': 0.55, 'e': 0.020445346037937653}",20,0,-32.76181540267803,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
390,False,"{'a': 0.55, 'e': 0.02024191144580439}",20,0,-169.37094790307918,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 4}",1
391,False,"{'a': 0.55, 'e': 0.020040501061684014}",30,14,-49.978495723931715,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
392,False,"{'a': 0.55, 'e': 0.019841094744370288}",25,10,-19.685504264492568,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,18,-74.90730368032442,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 1}",1
2,True,"{'a': 0, 'e': 0}",25,16,6.013610814379945,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,21,-5.017439685559794,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,-33.11971281561467,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
5,True,"{'a': 0, 'e': 0}",25,7,-35.803190294260475,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
6,True,"{'a': 0, 'e': 0}",30,18,1.3094260974083467,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,-61.91930832669497,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
8,True,"{'a': 0, 'e': 0}",25,1,-267.28893373346665,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 6}",1
9,True,"{'a': 0, 'e': 0}",25,17,14.184968067640426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,15,-22.47203815887937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
11,True,"{'a': 0, 'e': 0}",20,16,8.054277357638327,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,4,-13.360768877272445,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,14,9.104836607837244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,12,-45.67822957569582,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
15,True,"{'a': 0, 'e': 0}",20,4,-50.12159710393685,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
16,True,"{'a': 0, 'e': 0}",25,13,0.6805424800538833,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,12,-95.81445736587548,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
18,True,"{'a': 0, 'e': 0}",25,11,-198.89292867316965,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 5}",1
19,True,"{'a': 0, 'e': 0}",20,7,-144.60012549388202,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 4}",1
20,True,"{'a': 0, 'e': 0}",20,11,-26.797996335381736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
21,True,"{'a': 0, 'e': 0}",25,15,-33.31147978917563,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
22,True,"{'a': 0, 'e': 0}",20,3,-91.03131088024134,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
23,True,"{'a': 0, 'e': 0}",20,6,-58.24069280140111,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 1}",1
24,True,"{'a': 0, 'e': 0}",20,10,16.424226649405973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",30,16,-62.82025900479782,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
26,True,"{'a': 0, 'e': 0}",20,0,-41.07283762736079,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
27,True,"{'a': 0, 'e': 0}",30,13,-14.286582698555947,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,9,-46.96648647218512,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
29,True,"{'a': 0, 'e': 0}",20,3,-1.4275752662277723,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,20,10.80751378363764,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,3,-51.10821242702511,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
32,True,"{'a': 0, 'e': 0}",25,12,-56.162721560523664,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
33,True,"{'a': 0, 'e': 0}",20,13,-29.92312113129511,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
34,True,"{'a': 0, 'e': 0}",35,21,-65.50107615772579,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
35,True,"{'a': 0, 'e': 0}",25,16,15.284360721371627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,2,-51.7008824845964,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 1}",1
37,True,"{'a': 0, 'e': 0}",25,9,-39.87696290742077,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
38,True,"{'a': 0, 'e': 0}",25,15,-1.7806695662274334,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,19,-2.7995864975188676,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,15,9.810874032759912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,13,13.51790959545146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,11,-62.283854301068935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
43,True,"{'a': 0, 'e': 0}",25,8,-7.295970612611849,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,13,-73.16813984755927,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
45,True,"{'a': 0, 'e': 0}",25,15,-86.92080744691752,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
46,True,"{'a': 0, 'e': 0}",30,9,-72.99590533683461,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 2}",1
47,True,"{'a': 0, 'e': 0}",25,20,9.728777825974996,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,6,-53.074986340397516,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
49,True,"{'a': 0, 'e': 0}",30,18,-23.360437211347246,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,0,-112.52813772473836,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
